word,meaning
겁대가리,(속된 말로) 무서워하는 마음.
겁쟁이,어떤 일에 쉽게 무서워하는 마음을 갖는 사람.
겉껍질,과일이나 채소 등의 겉을 둘러싸고 있는 것.
겉모습,겉으로 드러나 보이는 모습.
겉절이,"배추나 상추, 무 등에 양념을 해서 바로 먹을 수 있게 만든 반찬."
겉치레,겉으로만 보기 좋게 꾸밈.
겉포장,보기 좋게 하거나 내용물을 보호하기 위해 물건의 겉을 싸는 것.
겉표지,책이나 문서 등의 겉을 싼 표지.
게거품,사람이나 동물이 매우 흥분하거나 발작을 할 때 입에서 거품같이 나오는 침.
게릴라,"적의 후방이나 자기 나라 안에서 기습, 교란, 파괴 등을 하는 소규모의 비정규 부대."
게릴라전,일정한 진영이 없이 소규모의 부대가 적군을 기습적으로 공격하는 전투.
게스트,방송 프로그램에 초대되어 나오는 사람.
게시물,여러 사람이 알 수 있도록 내걸어 두루 보게 한 물건이나 글.
게시판,인터넷에서 사람들이 자유롭게 글을 올리고 볼 수 있도록 만들어진 곳.
게양대,깃발을 높이 달아 놓기 위해 세운 긴 막대.
게으름,움직이거나 일하기를 싫어하는 태도나 버릇.
게으름뱅이,(낮잡아 이르는 말로) 게으른 사람.
게이지,"기계 제품의 길이, 각도, 모양 등을 잴 때 그 표준이 되는 것."
게이지,뜨개질에서 일정한 면적 안에 들어가는 코와 단의 수.
게이지,연료나 에너지 등이 남아 있는 수치.
게이트,비행기를 타기 위해 승강장으로 나가는 문.
게이트,정치적인 비리나 의혹과 관련된 사건.
게이트볼,나무 막대로 공을 쳐서 경기장 안의 3개의 문을 통과시킨 다음 골대를 맞히는 경기.
게임방,컴퓨터 게임을 할 수 있도록 시설을 갖추어 놓은 방.
겨드랑,어깨에서 이어진 양 팔 밑의 오목한 곳.
겨드랑이,어깨에서 이어진 양 팔 밑의 오목한 곳.
겨드랑이,겨드랑이에 닿는 옷의 부분.
겨레말,"하나의 겨레, 민족이 쓰는 말."
겨우살이,"겨울 동안 사용할 양식이나 연료, 옷 등의 살림."
겨울나기,"사람이나 동물, 식물 등이 여러 상태나 방법으로 겨울을 지내는 일."
겨울날,겨울철의 날.
겨울맞이,다가올 겨울철을 맞아서 미리 여러 가지를 준비하는 것.
겨울바람,겨울에 부는 차가운 바람.
겨울비,겨울철에 내리는 비.
겨울새,한국에서 겨울을 지내는 철새.
겨울옷,겨울철에 입는 옷.
겨울용,특별히 겨울철에 사용하는 것.
겨울잠,동물이 겨울을 나기 위해 활동을 멈추고 겨울철 동안 자는 잠.
겨울철,계절이 겨울인 때.
격납고,비행기를 넣어두고 점검을 하거나 정비를 하는 건물.
격년제,한 해씩 거르는 방식.
격동기,사회의 상황이 매우 빠르고 급격하게 변하는 시기.
격려금,용기나 의욕이 생기도록 기운을 북돋아 주기 위해 주는 돈.
격세지감,별로 길지 않은 시간 동안에 많은 진보와 변화를 겪어 아주 다른 세상이 된 것 같은 느낌.
격식적,수준이나 품위에 맞는 방식으로 된 것.
격식체,한국어에서 대화를 나누는 상대에게 예의를 갖춰 말하는 상대 높임법 중 하나.
격일제,어떤 일을 이틀에 한 번씩 하는 제도.
격전지,격렬한 싸움 또는 경쟁이 벌어지는 곳.
격정적,감정이 강하게 치밀어 올라 참기 어려운 것.
견갑골,척추동물의 등 위쪽에 있어 팔뼈나 앞다리 뼈와 몸통을 연결하는 한 쌍의 뼈.
견강부회,(비유적으로) 상황에 적절하지 않은 말을 억지로 끌어 붙여 자기의 주장에 맞춤.
견고성,단단하고 튼튼한 성질.
견과류,딱딱한 껍데기에 싸여 있는 나무 열매의 종류.
견물생심,물건을 실제로 보게 되면 가지고 싶은 욕심이 생김.
견원지간,(비유적으로) 개와 원숭이의 사이처럼 서로 사이가 나쁜 관계.
견인차,자동차와 같은 무거운 물체를 끌어당겨 다른 곳으로 옮기는 차.
견인차,(비유적으로) 앞에서 이끌며 일을 주도하는 존재.
견직물,명주실로 만든 천.
견해차,사람이나 단체 사이에서 나타나는 의견이나 생각의 차이.
결과론,원인이나 과정은 생각하지 않고 결과만을 가지고 하는 논의.
결과물,어떤 일 등을 끝내면서 이루어 낸 성과.
결과적,어떤 원인에 의한 일이 끝난 후의 상태나 현상이 되는 것.
결근계,직장에 나오지 않고 빠진 이유를 적은 문서.
결론적,결론이 되는 것.
결명자,활 모양의 껍질 속에 들어 있는 작은 씨가 눈을 밝게 해 준다고 해서 차로 마시거나 약으로 먹는 식물. 또는 그 식물의 씨.
결벽증,병적으로 깨끗한 것에 집착하는 증상.
결사대,어떤 일을 위해 목숨을 걸고 싸울 각오를 한 사람들로 조직된 무리.
결사적,죽음을 각오할 정도로 있는 힘을 다하는 것.
결산서,일정한 기간 동안의 수입 지출과 영업 실적 등을 정리해 놓은 문서.
결석계,학교에 빠지거나 빠지려 할 때에 그 이유를 기록해서 제출하는 문서.
결석생,수업에 빠진 학생.
결속력,하나로 뭉쳐지도록 묶는 성질.
결속력,뜻이 같은 사람들끼리 하나로 뭉치는 힘.
결승전,경기나 대회에서 우승자를 가리기 위해 행하는 마지막 시합.
결승점,"경주나 운동 경기에서, 마지막으로 승부를 결정하는 도착 지점."
결승점,"경주나 운동 경기에서, 이기고 지는 것을 결정짓는 점수."
결시하다,시험 시간에 나오지 않아 시험을 치지 못하다.
결식아동,집이 가난해서 밥을 굶는 아동.
결의안,회의에서 여러 사람의 의견을 모아 결정해야 할 사항.
결자해지,자기가 저지른 일은 자기가 해결함.
결정권,결정을 할 수 있는 권한.
결정체,"화학에서, 원자, 이온, 분자 등이 규칙적으로 배열되어 일정한 모양을 이룬 물체."
결정타,(비유적으로) 일의 결과에 결정적인 영향을 미치는 행동이나 사건.
결합력,둘 이상의 사물이나 사람이 서로 관계를 맺어서 합쳐지는데 드는 힘이나 능력.
결합체,둘 이상의 사물이나 사람이 서로 관계를 맺어서 하나로 합쳐진 조직체.
결혼기념일,결혼한 날을 기념하여 해마다 축하하는 날.
결혼반지,결혼했다는 의미로 신랑과 신부가 서로 주고받는 반지.
결혼사진,결혼한 기념으로 찍는 사진.
결혼식,성인 남녀가 법적으로 부부가 됨을 알리는 의식.
결혼식장,결혼식을 할 수 있도록 관련된 시설을 갖춘 장소.
겹경사,둘 이상의 기쁜 일이 한꺼번에 일어남.
겹받침,"한글에서 'ㄺ', 'ㄶ' 처럼 서로 다른 두 개의 자음으로 이루어지고 모음 아래에 받쳐서 적는 글자."
겹사돈,이미 사돈 관계에 있는 사람끼리 또 사돈 관계를 맺은 사이. 또는 그런 사람.
경각심,정신을 차리고 주의하며 경계하는 마음.
경거망동,조심성이 없고 조급하며 매우 가벼운 말이나 행동을 함.
경계경보,사이렌이나 종 또는 깃발 등으로 다가올 위험을 조심하라고 알리는 신호.
경고문,어떤 일에 대해 조심하거나 삼가라고 주의를 주는 글.
경공업,부피에 비해 무게가 가벼운 물건을 만드는 공업.
경기도,"한국의 행정 구역 단위인 도의 하나. 한반도의 중앙부에 위치하며 서울과 인천을 둘러싸고 있다. 주요 도시로는 수원, 과천, 용인 등이 있다."
경기장,경기를 할 수 있는 시설과 구경할 수 있는 자리 등을 갖춘 장소.
경력자,어떤 일이나 분야에서 이전에 일해 본 경험이 있는 사람.
경로당,노인들이 모여서 쉬거나 놀 수 있도록 마련한 집이나 방.
경로사상,노인을 공경하는 생각.
경로석,버스나 지하철 등의 대중교통에서 노인이 앉도록 마련한 자리.
경로잔치,노인을 공경하고 위로하기 위해 여는 잔치.
경마장,경마를 할 수 있는 시설과 관람할 수 있는 자리를 마련해 놓은 경기장.
경멸적,매우 싫어하거나 무시하는 듯한 태도로 낮추어 보는 것.
경보음,갑작스러운 사고나 위험 등을 알리는 소리.
경복궁,서울에 있는 조선 시대의 궁궐. 조선 시대 궁궐 중 가장 먼저 지어진 곳으로 조선 왕조의 정궁이다.
경부선,서울과 부산을 연결하는 철도.
경비대,적의 침략이나 사고에 대비하여 주변을 살피고 지키는 일을 맡은 부대.
경비병,적의 침략이나 사고에 대비하여 주변을 살피고 지키는 일을 하는 병사.
경비선,적의 침략이나 사고에 대비하여 바다를 살피고 지키는 일을 하는 배.
경비실,도난 등의 사고가 일어나지 않도록 살피고 지키는 사람이 지내는 장소.
경비원,도난 등의 사고가 일어나지 않도록 살피고 지키는 일을 하는 사람.
경비행기,두 명에서 여덟 명 정도의 사람이 탈 수 있는 작은 비행기.
경사도,바닥이 평평하지 않고 기울어진 정도나 각도.
경사로,환자나 장애인을 위해 바닥을 평평하지 않고 기울어지게 만든 통로.
경사면,바닥이 평평하지 않고 기울어진 면.
경사지,바닥이 평평하지 않고 기울어진 땅.
경상도,경상남도와 경상북도.
경상북도,"한국의 행정 구역 단위인 도의 하나. 한반도의 동남부에 있으며 산으로 둘러싸인 분지이다. 국내 최대 내륙 공업지를 이루고 있고 주요 도시로는 포항, 경주, 안동 등이 있다."
경상비,기업이나 정부에서 매년 지속적으로 반복해서 지출되는 일정한 항목의 비용.
경양식,간단한 서양식 요리.
경어법,남을 높여서 말하는 법.
경연장,여럿이 모여 예술이나 기술 등의 실력을 겨루는 장소.
경영권,기업이나 사업을 관리하고 운영할 수 있는 권리.
경영인,기업이나 사업을 관리하고 운영하는 사람.
경외감,어떤 대상을 두려워하며 우러러 보는 감정.
경외심,어떤 대상을 두려워하며 우러러 보는 마음.
경운기,논이나 밭의 흙을 파서 뒤집어엎는 기계.
경위서,어떤 일이 일어난 과정을 적은 문서.
경유지,목적지에 가는 도중 들르거나 지나가는 곳.
경음악,"재즈, 팝송, 샹송처럼 대중성을 띤 서양 음악."
경음화," 예사소리 'ㄱ', 'ㄷ', 'ㅂ', 'ㅅ', 'ㅈ' 등이 특정한 환경에서 'ㄲ', 'ㄸ', 'ㅃ', 'ㅆ', 'ㅉ' 등 된소리로  나는 음운 현상."
경이적,놀랍고 신기하게 여길 만한 것.
경쟁률,모집 정원과 지원한 사람의 수를 비교하여 비율로 나타낸 값.
경쟁사,어떤 분야에서 이기거나 앞서려고 서로 겨루는 회사.
경쟁의식,남과 겨루어 앞서거나 이기려는 생각.
경쟁자,어떤 분야에서 이기거나 앞서려고 서로 다투는 상대.
경쟁적,어떤 분야에서 이기거나 앞서려고 서로 겨루는 것.
경제계,경제와 관련된 일을 하는 조직이나 개인의 활동 분야.
경제관,경제를 보는 태도나 견해.
경제관념,"돈이나 물건, 노력, 시간 등을 효율적으로 쓰려고 하는 생각."
경제권,"국제적, 국내적으로 여러 가지 경제 활동이 서로 밀접하게 연결되어 있는 일정한 범위 안의 지역."
경제난,경제적인 어려움.
경제력,개인이나 국가의 경제적인 능력.
경제성,"비용, 노력, 시간 등이 적게 들면서도 이득이 되는 성질."
경제적,"인간의 생활에 필요한 돈이나 물건, 노동을 생산, 분배, 소비하는 활동에 관한 것."
경제적,"비용, 노력, 시간 등이 적게 드는 것."
경제학,경제 현상을 분석하고 연구하는 학문.
경조사,경사스러운 일과 불행한 일.
경조사비,"결혼, 장례 등의 경사스러운 일과 불행한 일에 도움이 되도록 내는 비용."
경직성,몸이나 몸의 일부가 굳어서 뻣뻣해지는 성질.
경직성,"생각, 행동, 분위기 등이 융통성이 없고 엄격한 성질."
경찰관,사회의 질서를 지키고 국민의 안전과 재산을 보호하는 일을 하는 공무원.
경찰력,경찰이 인원과 조직과 장비를 써서 행사할 수 있는 힘.
경찰서,한 지역의 경찰 일을 맡아보는 관청.
경찰청,한 나라의 경찰 업무를 책임지고 맡아 하는 국가 행정 기관.
경품권,당첨이 되면 경품을 받을 수 있도록 주는 표.
경향성,"생각이나 행동, 현상 등이 어느 한 방향으로 쏠리거나 기울어져 있는 성질."
경험담,자신이 실제로 해 보거나 겪어 본 일에 대한 이야기.
경험론,"철학에서, 모든 지식은 실제로 해 보거나 겪어 본 것을 바탕으로 생긴다는 이론."
경험자,어떤 일을 실제로 해 보거나 겪어 본 적이 있는 사람.
경험적,실제로 해 보거나 겪어 본 것에 바탕을 둔 것.
경험주의,"철학에서, 모든 지식은 실제로 해 보거나 겪어 본 것을 바탕으로 생긴다는 주장."
경호실,위험한 일에 대비하여 중요한 사람을 보호하는 일을 담당하는 부서.
경호원,위험한 일에 대비하여 중요한 사람을 보호하는 일을 맡은 사람.
경화증,몸의 조직이나 기관이 단단하게 굳어지는 증상.
경희궁,서울에 있던 조선 시대의 궁궐. 광해군 때 세워서 10대에 걸쳐 왕이 정사를 보던 곳이다. 일제 강점기에 훼손되었으나 일부 복원되었다.
